eng_Latn,sentence_length,guj
"Similarly, when liquidity is tight, RBI will buy government securities and thereby inject money supply into the economy.",18,"Tyare, jem liquidity tight thayi, RBI government securities kharide chhe ane tethi economy ma money supply inject kare chhe."
United States' dominance in sprinting was matched in the longer track races by the United Kingdom.,16,United States ni dominance sprinting ma United Kingdom ni longer track races ma matched hati.
"HLLW is immobilized in an inert glass (vitreous) matrix, stored for a few decades in an air-cooled vault, and then planned to be disposed of in a deep repository.",29,"HLLW ek inert glass (vitreous) matrix ma immobilized thai che, thodi decades maate air-cooled vault ma stored che, ane pachhi ek deep repository ma dispose karva nu plan che."
The winter edition of the Film Appreciation Course was launched on 23rd November 2020.,14,Film Appreciation Course ni winter edition 23rd November 2020 ma launch thai.
"To facilitate exports, a container freight station was started at MIDC Ambad by the Central Government.",16,"Exports ne facilitate karva, ek container freight station MIDC Ambad ma Central Government dvara start karyu gayu."
"During March, heat wave conditions were observed in most places, with Severe Heat wave conditions at isolated places occurring over West Rajasthan during 29-31 March.",25,"March doraan, heat wave conditions ghana jagya par observed thai, Severe Heat wave conditions isolated jagya par West Rajasthan doraan 29-31 March ma thai."
"Though prices have declined since then, they are already about double the lows reached in the wake of the global financial crisis.",22,"Tyaar pachi prices ghata chhe, pan te global financial crisis pachhi na lows karta double chhe."
"Amiya Chakravarty (30 November 1912-6 March 1957) was an Indian film director, screenwriter, and producer, and the leading film director in Hindi cinema of the 1940s and 1950s.",28,"Amiya Chakravarty (30 November 1912-6 March 1957) ek Indian film director, screenwriter, ane producer hata, ane 1940s ane 1950s na Hindi cinema na leading director hata."
"Before passing, see the target, approach the ball, and look at the ball while holding the head steady.",18,"Pass karva pehla, target jovo, ball ne approach karo, ane head steady rakhi ball ne jovo."
"The usual meaning of the word mula in Sanskrit literature is the root of a plant or tree, but figuratively, the foot or lowest part or bottom of anything.",29,"Sanskrit literature ma ""mula"" no usual meaning ek plant ya tree nu root chhe, pan figuratively, koini foot ya lowest part ya bottom chhe."
"For example, the low pH (ranging from 1 to 4) of the stomach is fatal for many microorganisms that enter it.",21,"Udaharan tarike, stomach nu low pH (1 thi 4) ghana microorganisms mate fatal chhe je enter kare chhe."
"Whenever any information is received by the police about the alleged commission of an offence that is cognizable, there is a duty to register the FIR.",26,"Police ne koi cognizable offence ni information male tyare, FIR register karvi ek duty chhe."
"On 25 February 1986, the Security Police started rioting, protesting against reports that their term of duty was to be extended from 3 to 4 years.",26,"25 February 1986 na divas, Security Police riot karva lagya, jemna duty na term ne 3 thi 4 years sudhi extend karva ni reports thi protest karta."
ICAR has targeted to develop 30 processable varieties of field and horticultural crops by the year 2024 to substitute imports.,20,ICAR 2024 sudhi 30 processable varieties of field ane horticultural crops develop karva target kare chhe ke imports ne substitute kare.
"Team members set points and scores, make decisions, communicate among themselves, manage conflicting situations, and solve problems in a supportive, trusting atmosphere in order to achieve their objectives.",28,"Team members points ane scores set kare chhe, decisions le chhe, vache communicate kare chhe, conflicting situations manage kare chhe, ane supportive, trusting atmosphere ma problems solve kare chhe to achieve objectives."
"Sometimes there was only a piano accompaniment, but there were several films where a violin, a harmonium, tablas and other musical instruments could be added.",25,"Koi vaar fakta piano accompaniment hato, pan ghana films ma violin, harmonium, tablas ane biji musical instruments add kari shakay chhe."
"The cuisine consists mainly of food from two different sub-regions, Garhwal and Kumaon, though their basic ingredients are the same.",20,"Cuisine mainly be sub-regions, Garhwal ane Kumaon ni food par adharit chhe, chata temna basic ingredients same chhe."
"People who are hard of hearing usually communicate through spoken language and can benefit from hearing aids, cochlear implants, and other devices, as well as captioning.",26,"Je loko hard of hearing chhe, vaakya language thi communicate kare chhe ane hearing aids, cochlear implants, ane biji devices thi labh le chhe, tatha captioning thi pan."
"According to Friedhelm Hardy, there is evidence of early ""southern Krishnaism,"" despite the tendency to allocate the Krishna-traditions to the Northern traditions.",22,"Friedhelm Hardy na anusar, early ""southern Krishnaism"" ni evidence chhe, chata Krishna-traditions ne Northern traditions ma allocate karva ni tendency chhe."
"The Africa CDC is based at the Africa CDC Coordinating Centre in Addis Ababa, Ethiopia, which also contains the agency's Emergency Operations Centre.",23,"Africa CDC Africa CDC Coordinating Centre, Addis Ababa, Ethiopia ma adharit chhe, je agency no Emergency Operations Centre pan samavese chhe."
"Details will be announced by my colleague, the Minister of Petroleum and Natural Gas.",14,"Details maara colleague, Minister of Petroleum ane Natural Gas, dwara announce karva ma avshe."
"Garuda Indonesia conducts weekly open-charter flights from/to Jakarta, with bookings done through Christmas Island Travel Exchange.",16,"Garuda Indonesia Jakarta thi/ma weekly open-charter flights conduct kare chhe, bookings Christmas Island Travel Exchange thi thai chhe."
Paul Hacker has also expressed some reservations that the compendium Sarva-darsana-Siddhanta Sangraha was completely authored by Shankara because of differences in style and thematic inconsistencies in parts.,27,"Paul Hacker e pan kai reservations express kari chhe ke compendium Sarva-darsana-Siddhanta Sangraha puri rite Shankara dwara author thai chhe ke nahi, style ane thematic inconsistencies karta."
"The highest impact likely will be in Asia and Africa, which likely will account for an estimated 4.7 million and 4.2 million deaths, respectively.",24,"Highest impact Asia ane Africa ma likely hase, je 4.7 million ane 4.2 million deaths ni estimated count mate responsible hase."
"Semenya's nation rallied around her to safeguard her dignity, her rights, and her position in world sports.",17,"Semenya ni nation tena dignity, rights, ane world sports ma position ne safeguard karva mate rally kare chhe."
"Article 28 states that even when a village is captured through war, pillaging is not allowed by any party.",19,"Article 28 kahe chhe ke village ne war dwara capture karva pachi pan, koi party dwara pillaging allowed nathi."
"The Confederacy purchased several warships from commercial shipbuilders in Britain (CSS Alabama, CSS Shenandoah, CSS Tennessee, CSS Tallahassee, CSS Florida, and some others).",23,"Confederacy e Britain ma commercial shipbuilders pase thi kai warships purchase kari (CSS Alabama, CSS Shenandoah, CSS Tennessee, CSS Tallahassee, CSS Florida, ane biji kai)."
It gives the person the right to enter a country and stay for a temporary period.,16,Aa person ne ek country ma enter karva ane temporary period mate stay karva right aape chhe.
On May 29 security forces attacked a demonstration in the Al-Kalakla neighbourhood of Khartoum with tear gas and bullets.,19,29 May na divas security forces e Khartoum na Al-Kalakla neighbourhood ma ek demonstration par tear gas ane bullets thi attack kari.
"This treatment modality, which is known as ""Radiation Synovectomy"" or ""Radiosynoviorthesis,"" employs the administration of radiolabeled particulates or radiolabeled colloids in the synovial cavities of the affected joints.",28,"Aa treatment modality, ""Radiation Synovectomy"" ya ""Radiosynoviorthesis"" tariqe olakhay chhe, je radiolabeled particulates ya radiolabeled colloids na administration ne synovial cavities of affected joints ma employ kare chhe."
Mahatma Gandhi's ideals of Satyagraha instilled in every Indian an indomitable self-belief and spirit of sacrifice for the larger good.,20,Mahatma Gandhi na Satyagraha na ideals ekla ekla Bharatiya ma indomitable self-belief ane larger good mate sacrifice ni spirit instill kare chhe.
"Contrary to these textual classifications, many revered Hindu texts and doctrines question and disagree with this system of social classification.",20,"Aa textual classifications ni viruddh, ghana revered Hindu texts ane doctrines aa social classification system ne question ane disagree kare chhe."
"These laws sharply circumscribed any non-governmental political activity: street demonstrations, non-approved political organizations, and unregistered financial donations were formally banned.",20,"Aa laws sharply koi non-governmental political activity ne circumscribed kare chhe: street demonstrations, non-approved political organizations, ane unregistered financial donations formally banned hata."
"Similarly, forest land that is currently dominated by lower-valued species may become more valuable in the future, and vice versa.",20,"Tej rite, je forest land hal lower-valued species dvara dominate thay chhe, future ma more valuable bani shake chhe, ane vice versa."
"You may begin by adding a spoonful of grated coconut into the cylindrical container, followed by the well-mixed rice flour.",20,"Tame ek spoonful grated coconut ne cylindrical container ma add kari shako chho, pachhi well-mixed rice flour."
Other Indian cuisines are also available in this area even though the street specialises in north Indian food.,18,"Aa area ma bija Indian cuisines pan available chhe, chata street north Indian food ma specialise kare chhe."
"Will Harry Kane and Son Heung-min blow Milan away with their quality, or will former Chelsea and Arsenal forward Olivier Giroud return to haunt Spurs again?",26,"Shu Harry Kane ane Son Heung-min potani quality thi Milan ne haravi shake, ke former Chelsea and Arsenal forward Olivier Giroud fari thi Spurs ne haunt karva avshe?"
"The sole owner and the nominee shall execute two forms, INC-3 and INC-4, for the entire process of change in the nominee.",22,"Sole owner ane nominee be forms, INC-3 ane INC-4, execute karse change maate nominee na entire process maate."
This is because the Contract Act does not contemplate any other amount being received by one contracting party (BSNL) from the other contracting party (Reliance).,25,Aa etle ke Contract Act anya amount levanu contemplate nathi karta ek contracting party (BSNL) thi anya contracting party (Reliance) maate.
"In other cases, the helicopter has been used solely for sensing and rocket-delivered torpedoes have been used as the weapon.",20,Biji vato ma helicopter matra sensing maate vaprayu chhe ane rocket-delivered torpedoes weapon tariqe vaprayu chhe.
"The bulk of the scripture is divided into 31 main ragas, with each Granth raga subdivided according to length and author.",21,"Scripture nu mukhya bhaag 31 main ragas ma divide karyu chhe, jya pratyek Granth raga ne length ane author pramane subdivide karyu chhe."
"Temperate deciduous forest biomes are plant communities distributed in North and South America, Asia, the southern slopes of the Himalayas, Europe, and for cultivation purposes in Oceania.",27,"Temperate deciduous forest biomes plant communities North ane South America, Asia, Himalayas na southern slopes, Europe, ane Oceania ma cultivation maate distribute thayela chhe."
"Deutsche Bahn, the German national railway company, allowed refugees with a Ukrainian passport or ID card to travel free of charge on long-distance trains from Poland to Germany.",28,"Deutsche Bahn, German national railway company, refugees ne Ukrainian passport ya ID card saathe Poland thi Germany sudhi long-distance trains par free travel ni suvidha apyu."
"While the quality varied across states, in almost all, the quality of infrastructure, presence of human resources, supply of medicines, and records were found to be unsatisfactory.",27,"Quality states ma alag-alag hati, pan almost badha ma infrastructure ni quality, human resources ni presence, medicines nu supply, ane records unsatisfactory malya."
Trans fats result from adding hydrogen to vegetable oils used in commercial baked goods and for cooking in most restaurants and fast-food chains.,23,"Trans fats vegetable oils ma hydrogen add karva thi thai chhe, je commercial baked goods ane bohuj restaurant ane fast-food chains ma cooking ma use thay chhe."
"However, the name ""field hockey"" is used in countries where the word ""hockey"" is generally reserved for another form of hockey, such as ice hockey or street hockey.",28,"Pan ""field hockey"" naam te desho ma vapray chhe jya ""hockey"" shabd vishesh roope anya form of hockey maate reserved chhe, jema ice hockey ya street hockey."
"On 18 April 2022, Gotabaya appointed a new 17-member cabinet despite the protests calling for the entire government to resign, including the president and all 225 MPs in parliament.",29,"18 April 2022 na roj, Gotabaya navi 17-member cabinet appoint kari chhe chhata protests je entire government, including president ane badha 225 MPs, ne resign karva maange chhe."
"The development of S&P BSE SENSEX options along with equity derivatives followed in 2001 and 2002, expanding the BSE's trading platform.",21,"S&P BSE SENSEX options nu development equity derivatives saathe 2001 ane 2002 ma follow thayu, BSE ni trading platform ne expand karyu."
"The principal gallery devoted to Asian art in the museum is Gallery 33, with its comprehensive display of Chinese, Indian Subcontinent, and Southeast Asian objects.",25,"Museum ma Asian art ne samarpit principal gallery chhe Gallery 33, je comprehensive display kare chhe Chinese, Indian Subcontinent, ane Southeast Asian objects nu."
The Buddha cites this illustration of fire and adds that the question is wrongly put.,15,Buddha aa fire ni illustration cite kare chhe ane add kare chhe ke prasna khotu rakkhiyu chhe.
Ashok Kumar scored the all-important winning goal to achieve India's lone triumph in the World cup.,16,Ashok Kumar e all-important winning goal score karyu je thi India nu ekmatra World Cup triumph achieve thayu.
Unsaturated fats are those fats that are liquid at room temperature.,11,Unsaturated fats e fats chhe je room temperature par liquid hoy chhe.
All continental crust is ultimately derived from mantle-derived melts (mainly basalt) through fractional differentiation of basaltic melt and the assimilation (remelting) of pre-existing continental crust.,25,"Badhu continental crust mantle-derived melts (mainly basalt) thi ultimately derived chhe, basaltic melt ni fractional differentiation thru ane pre-existing continental crust ni assimilation (remelting) thi."
The two epics found in Tamil are Cilapathikaram and Manimekalai.,10,Tamil ma found thayela be epics chhe Cilapathikaram ane Manimekalai.
"However, the economic fluctuations of the business cycle did affect Poland's unemployment rate, which by early 2013 had reached almost 11%.",21,"Pan business cycle na economic fluctuations Poland ni unemployment rate ne affect karyu, je 2013 ni shuruaat ma lagbhag 11% sudhi paunchi gayu hatu."
And does 41-year-old Zlatan Ibrahimovic still have one big goal in him?,12,Shu 41-varshiya Zlatan Ibrahimovic paachhu ek moto goal maate taiyar chhe?
"It was adapted by Terrence McNally from his own off-Broadway play Frankie and Johnny in the Clair de Lune (1987), which featured Kenneth Welsh and Kathy Bates.",27,"Terrence McNally e potana off-Broadway play Frankie and Johnny in the Clair de Lune (1987), jo Kenneth Welsh ane Kathy Bates ne feature kare chhe, adapt karyu."
"The beauty of Kerala lies in its placid nature, encompassing serene backwaters, beaches, hill stations, spice plantations, flora and fauna, Ayurveda, boat races, natural harbours and more.",27,"Kerala ni sundarta tena shant swabhav ma chhe, je serene backwaters, beaches, hill stations, spice plantations, flora and fauna, Ayurveda, boat races, natural harbours ane vadhu ne encompass kare chhe."
"In the third stage, additional ideas were introduced; for example, rituals, repentance, and offerings at Taoist temples were encouraged as they could alleviate the karmic burden.",26,"Trijo stage ma additional ideas introduce karyu; udaharan tariqe, rituals, repentance, ane Taoist temples ma offerings encourage karyu je karmic burden ne alleviate kari shake."
He was previously acquitted of ordering war crimes and of joint conspiracy.,12,Te war crimes order karva na ane joint conspiracy na accusations thi pehla acquitted thay chuka chhe.
Another Buddhist ritual that includes reenactments of the Buddha life myth is the ritual of the consecration of a Buddha image.,21,Biju Buddhist ritual je Buddha life myth na reenactments include kare chhe te Buddha image ni consecration nu ritual chhe.
More modern perspectives like the New Indian Cinema appear which aim to break with the traditional Bollywoodian aesthetics.,18,Navin drashtikon jevu ke New Indian Cinema appear thay chhe je traditional Bollywoodian aesthetics thi break karva maange chhe.
"In 2017, Russian President Vladimir Putin acknowledged the ""horrors of Stalinism,"" but he also criticised the ""excessive demonization of Stalin"" by ""Russia's enemies.""",23,"2017 ma, Russian President Vladimir Putin e ""horrors of Stalinism"" ni acknowledgment kari, pan ""Russia na enemies"" dwara ""Stalin ni excessive demonization"" ni alochna kari."
"The centerpieces of Walt Disney World are the four theme parks: The Magic Kingdom, Epcot, Disney's Hollywood Studios, and Disney's Animal Kingdom.",22,"Walt Disney World na centerpieces chaar theme parks chhe: The Magic Kingdom, Epcot, Disney's Hollywood Studios, ane Disney's Animal Kingdom."
The Biotechnology Regulatory Authority of India (BRAI) is a proposed regulatory body in India for the use of biotechnology products including genetically modified organisms (GMOs).,25,Biotechnology Regulatory Authority of India (BRAI) ek proposed regulatory body chhe India ma biotechnology products including genetically modified organisms (GMOs) na use maate.
"Given the sophistication and transformation brought in by the technological advancements that have further widened its reach, media has acquired a distinctive character of molding public opinion today.",28,"Technological advancements je sophistication ane transformation lai chhe je podh fariv maate nu reach vadhaavi chhe, media e aaje public opinion ne mold karva ni ek distinctive character acquire kari chhe."
"According to a 2010 report, only about 2.1% (or 1,350,000 ha) of Afghanistan is forested.",15,"2010 ni report mujab, keval 2.1% (ke 1,350,000 ha) Afghanistan ni zameen forested chhe."
"The Constana Mufti, who is the community's main representative, is elected by a secret ballot from among the imams.",19,"Constana Mufti, je samaj na mukhya representative chhe, secret ballot dwara imams maathi elect thaye chhe."
The strategic plan sets out a coordinated and collaborative One Health approach involving key stakeholders in government and other sectors.,20,"Strategic plan ek coordinated ane collaborative One Health approach set kare chhe, je ma government ane anya sectors na key stakeholders shamil chhe."
"Shubhra Gupta of The Indian Express gave the film 2.5 out of 5, complimenting the lead performers who ""play well together"" but are forced to ""boost a limp story.""",29,"Shubhra Gupta of The Indian Express e film ne 2.5 out of 5 api, lead performers ne compliment karyu ke ""saari rite saath ma rame chhe"" pan ""ek limp story ne boost karva majboor chhe."""
"Neha's in-laws think Nikita has died, and Nikita realizes that a way out of her problems is to impersonate Neha.",20,"Neha na sasura loko soche chhe ke Nikita mari gai chhe, ane Nikita realize kare chhe ke ena problems maathi nikalva no ek rasto Neha ni acting karvo chhe."
Sulfites may cause reactions by both immunologic and non-immunologic mechanisms.,10,Sulfites immunologic ane non-immunologic mechanisms dwara reactions kari shake chhe.
"The Compton effect of 1923 provided more evidence that special relativity does apply, in this case to a particle description of photon-electron scattering.",23,"1923 no Compton effect vadhu evidence aape chhe ke special relativity applicable chhe, aa case ma photon-electron scattering ni particle description par."
"Kwality Ice Cream (respondent-assessee) is engaged in the manufacture of ice cream falling under the Schedule to the Central Excise Tariff Act, 1985 (for short, the Act).",27,"Kwality Ice Cream (respondent-assessee) ice cream manufacture ma engaged chhe, je Central Excise Tariff Act, 1985 (for short, the Act) na Schedule under aave chhe."
Cesium glass-containing dispenser is assembled remotely to the dedicated re-melting furnace for making Cs glass pencils with precise control of Cesium glass in each pencil.,25,"Cesium glass-containing dispenser remotely assemble thay chhe dedicated re-melting furnace par, je Cs glass pencils banavva maate precise control aape chhe."
The students should be encouraged to ask questions if they have any doubts about the procedure of first aid in swimming.,21,Students ne encourage karvu joiye ke tevo questions puche jo tevo ne first aid in swimming ni procedure vishe koi doubts hoy.
ATI entered the mobile computing sector by introducing 3D-graphics acceleration to laptops in 1996.,14,ATI e 1996 ma laptops ma 3D-graphics acceleration introduce kari ne mobile computing sector ma pravesh karyo.
"On 7 March, state-run media and human rights groups confirmed the occupation of public hospitals, universities and temple compounds by security forces.",22,"7 March na roj, state-run media ane human rights groups e confirm karyu ke security forces e public hospitals, universities ane temple compounds ni occupation kari chhe."
"Clad in an olive-green chiffon saree, Fatma looked every bit the begum I'd imagined her to be.",17,"Olive-green chiffon saree ma Fatma bilkul begum jevi lagti hati, jevi maine imagine kari hati."
Article 8 of the Convention stresses parties' commitment to raising awareness to foster respect for rights and dignity to counter disability discrimination.,22,"Convention no Article 8 parties ni commitment ne stress kare chhe awareness raise karva maate, rights ane dignity nu respect foster karva maate, disability discrimination ne counter karva maate."
Some ransomware are sent as email attachments in spam mails.,10,Kahi ransomware spam mails ma email attachments tariqe moklaay chhe.
Asansol has hot and dry summers and mild winters.,9,Asansol ma garam ane sukhha unado ane mild shiyalo hote chhe.
Air guns come in both long gun (air rifle) and handgun (air pistol) forms.,14,Air guns long gun (air rifle) ane handgun (air pistol) forms ma aave chhe.
"The important forest products are bamboo canes, Maratha barks, chillar barks, and the bhirand.",14,"Important forest products ma bamboo canes, Maratha barks, chillar barks, ane bhirand shamil chhe."
"Even in radiometrically corrected scene composites, some noise will remain.",10,"Radiometrically corrected scene composites ma pan, thodo noise rehse."
"Even amid numerous other attractions in and around Orlando, Florida, the Mouse House stands tall, the beacon that draws millions of tourists a year to the area.",27,"Orlando, Florida ma anek anya attractions vachche pan, Mouse House uncha ubhi chhe, ek beacon je lakhon tourists ne varsh ma akashe chhe."
Samaveda is the compilation of these selected Ruchas set to Svaras keeping their proposed Chanda or rhythmic meters.,18,"Samaveda aa selected Ruchas ni compilation chhe, je Svaras ma set thai chhe, ena proposed Chanda athva rhythmic meters ne dhyan ma rakhi ne."
"In the past, a letter would take days to reach, and every recipient would get his or her own copy and respond separately.",23,"Viteet ma, ek letter ne pahochva ma divaso lagta, ane darek recipient ne tenu potanu copy malta ane separately respond karta."
"Equally valuable was the ship's rutter (mariner's handbook), which contained vital information on the China, India, and Japan trade routes.",20,"Ship no rutter (mariner's handbook) pan equally valuable hato, je China, India, ane Japan trade routes vishe vital information samavarto hato."
Climate change will make some agricultural areas more suitable for production and other areas less so.,16,Climate change kai agricultural areas ne production maate vadhare suitable banavse ane biji areas ne ochi.
"The De Lesseps Company, which ran the Suez Canal, first attempted to build a Panama Canal in the 1880s.",19,"De Lesseps Company, je Suez Canal chalavti hati, pehli vaar 1880s ma Panama Canal banavva prayas karyo."
"In Malaysia, Hein Htet Aung, who plays for second-division Malaysia Premier League club Selangor FC II, flashed the three-finger salute in a match against PDRM FC in early March.",29,"Malaysia ma, Hein Htet Aung, je second-division Malaysia Premier League club Selangor FC II ma rame chhe, early March ma PDRM FC virudh match ma three-finger salute flash karyo."
"It has entered into an agreement with BBLIL for a period ending on March 21, 1997.",16,"Eko agreement BBLIL saathe enter karyo chhe, je March 21, 1997 sudhi period maate chhe."
"This influence is also felt in the narrative structure of films, often with digressions that make Indian films too long for the western audience.",24,"Aasaro films ni narrative structure ma pan anubhavay chhe, jema digressions chhe je Indian films ne western audience maate bahu lambi banave chhe."
"The preparation is traditionally done by a vasta waza, or head chef, with the assistance of a court of wazas, or chefs.",22,"Preparation traditional vasta waza, athva head chef dwara thai chhe, court of wazas, athva chefs ni madad thi."
The receiving team must not allow the ball to become stuck within their court.,14,Receiving team ne ball ne ena court ma stuck thavva devu nahi joiye.
"He wrote the book Mizo Nge Israel? (""Mizo or Israeli?"") (2004), exploring this issue.",14,"E loko-e Mizo Nge Israel? (""Mizo or Israeli?"") (2004) naam ni book lakhine aa issue explore kariyu."
"The natural surroundings, the architectural masterpieces, the music, dance, paintings, customs, and languages all go to make India a tourist paradise.",21,"Natural surroundings, architectural masterpieces, music, dance, paintings, customs ane languages badha maleene India ne ek tourist paradise banave che."
The earliest examples of Pallava constructions are rock-cut temples dating from 610 CE to 690 CE and structural temples between 690 CE and 900 CE.,25,Pallava constructions na earliest examples che rock-cut temples je 610 CE thi 690 CE sudhi na che ane structural temples 690 CE thi 900 CE vachche.
"Protesters in the east and north Khartoum joined the demonstrations, which began after Friday prayers.",15,"Protesters east ane north Khartoum ma demonstrations join kari, je Friday prayers pachi sharu thayu."
"Basically, it involves the generation of biomass that can be converted to convenient energy-containing substances in different ways, such as thermal conversion, chemical conversion, and biochemical conversion.",27,"Basically, aa involve kare che biomass nu generation je different ways ma convenient energy-containing substances ma convert kari shake, jemke thermal conversion, chemical conversion, ane biochemical conversion."
"In January 1992, the Union government sanctioned the induction of women into non-combatant branches of the Army while holding short-service commissions.",21,"January 1992 ma, Union government-e women ne non-combatant branches ma short-service commissions sathe Army ma induct karva ni sanction aapi."
"Taking them with him, Nana marched to Bithoor and threatened to attack Cawnpore.",13,Nana emne saathe lai Bithoor march kariyo ane Cawnpore par attack karva ni dhamki api.
Ganga has been revered in Cambodia since the Khmer empire.,10,Ganga Khmer empire thi Cambodia ma revered che.
Tomography shows two layers in the craton roots beneath North America.,11,Tomography North America niche craton roots ma be layers dikhave che.
"Nastika Indian philosophies include Buddhism, Jainism, Charvaka, Ajivika, and others.",10,"Nastika Indian philosophies ma Buddhism, Jainism, Charvaka, Ajivika, ane anya shamil che."
"The filmmakers who were largely responsible for popularizing the stunt film were J. B. H. Wadia and his brother Homi Wadia, of Wadia Movietone.",24,"Filmmakers J. B. H. Wadia ane emna bhai Homi Wadia, of Wadia Movietone, stunt film ne popularize karva ma largely responsible hata."
"The first T-20 international match between men's teams was played on February 17, 2005, between Australia and New Zealand.",19,"Pehli T-20 international match men's teams vachche February 17, 2005 ma Australia ane New Zealand vachche ramayi."
"In the month of May, no significant heat wave conditions were observed.",12,May mahina ma koi significant heat wave conditions observe na thai.
The British monarch's portrait was replaced by the Lion Capital of Ashoka.,12,British monarch ni portrait ne Lion Capital of Ashoka thi replace karyo.
The Golden Temple in Amritsar and Hazur Sahib are examples.,10,Golden Temple Amritsar ma ane Hazur Sahib na examples che.
"A battle-hardened and rebellious Indian Army officer goes in search of his ex-girlfriend's child, who is mysteriously kidnapped.",18,"Ek battle-hardened ane rebellious Indian Army officer emni ex-girlfriend na child ne je mysteriously kidnapped thayu che, find karva jaye che."
"On this occasion, the Indiamen succeeded in bluffing their way to safety without any shots even being fired.",18,"Aa occasion par, Indiamen safalta thi bluff kari safety ma pohnchi gaya, koi shots fire na thay."
"The Child Marriage Restraint Act, 1978 stipulates the legal age of marriage as 18 for girls and 21 for boys, but social customs encourage early marriage even now.",28,"Child Marriage Restraint Act, 1978 vaat kare che legal age of marriage 18 for girls ane 21 for boys, pan social customs aaje pan early marriage encourage kare che."
The GNU General public license (GPL) and the Creative Commons (CC) are two popular categories of public licenses.,18,GNU General public license (GPL) ane Creative Commons (CC) public licenses na be popular categories che.
"Anant promised Kaundinya that if he made the 14-year vow, he would be free from all his sins and would obtain wealth, children, and happiness.",25,"Anant-e Kaundinya ne promise karyo ke jo e 14-year vow le to, e badha paap mathi free thase ane wealth, children, ane happiness male."
The current economic discussions are heavily tilted towards a balance between social and economic performance and somewhat neglect their interactions with environmental performance.,23,Current economic discussions vadhu majbuti thi ek balance ma social ane economic performance vachche tilt che ane environmental performance saathe na interaction ne thodu neglect kare che.
"You must have seen seeds growing into seedlings, which then grow and develop into plants, or pups growing into dogs, kittens into cats, and so on.",26,"Tame joiu hase seeds growing into seedlings, je pachi plants ma develop kare che, ya pups growing into dogs, kittens into cats, adi."
"Indian cinema thus has more than a hundred years of history, like the European or American film industry.",18,"Indian cinema ma, atle ke European ya American film industry ni jem, hundred years thi vadhu history che."
Make this into powder with a dry grinder or in a stone pestle.,13,Aa ne ek dry grinder ya stone pestle ma powder ma convert karo.
Then he takes Arjuna on a tour of philosophical ideas and ways of salvation.,14,Pachi te Arjuna ne philosophical ideas ane ways of salvation ni yatra par lai jaye che.
"In 2021, Bangladesh provided a US$200 million loan to Sri Lanka and a US$7.7 million donation to Sudan as economic assistance.",21,"2021 ma, Bangladesh-e Sri Lanka ne US$200 million loan ane Sudan ne US$7.7 million donation tariqe economic assistance aapi."
"A 32 km long, narrow outer channel connects the lagoon to the Bay of Bengal, near the village of Motto.",20,"Ek 32 km long, narrow outer channel lagoon ne Bay of Bengal saathe joday che, Motto gaam na najik."
"They became the kings of this genre, starting with the railroad thriller TOOFAN MAIL (1932), which featured several fight sequences staged on the roof of a moving train.",28,"E loko aa genre na kings bani gaya, railroad thriller TOOFAN MAIL (1932) thi start kari, je moving train ni chhat par staged fight sequences feature karti hatu."
Tourism emerged as the largest global industry of the 20th century and is projected to grow even faster in the 21st century.,22,Tourism 20th century ma largest global industry tariqe ubhi thay ane 21st century ma pan vadhu fast grow thase.
The market-clearing price is determined by the requirement that supplies equal demand at that price.,15,Market-clearing price te requirement thi determined thay che ke supplies demand ne equal kare at that price.
Sub-Section (2) of Section 22 requires the person desiring to obtain permission to make an application in writing to the Competent Authority.,22,"Sub-Section (2) of Section 22 require kare chhe ke vyakti je permission obtain karva maange chhe, ene application writing ma Competent Authority ne karvi pade."
"I felt that if they agreed to the proposal, others could be persuaded to take the same line.",18,Hu mane lagyu ke jo te proposal agree kare to bijane pan persuade kari shakay ke te same line le.
Mass protests against Castillo's government began on 28 March 2022.,10,Castillo na government virudh mass protests 28 March 2022 thi sharu thaya.
DEEP Modern Chulha Society of Development and Environment Protection (DEEP) developed the Modern DEEP Chulha that uses biomass to reduce the consumption of wood by 50%.,26,DEEP Modern Chulha Society of Development and Environment Protection (DEEP) ae Modern DEEP Chulha develop kari je biomass vapre chhe ane wood no upyog 50% sudhi ghatave chhe.
"The CDHRI also guarantees all individuals the ""right to participate, directly or indirectly, in the administration of his country's public affairs.""",21,"CDHRI pan sabhaako ne ""right to participate, directly or indirectly, in the administration of his country's public affairs"" guarantee kare chhe."
"In 2015, Foreign Exchange Earnings for India from the industry were 16.94 billion dollars.",14,"2015 ma, Foreign Exchange Earnings Bharat mate industry taraf thi 16.94 billion dollars hata."
"Tourism is our business, but each tour is a traveler's memory.",11,"Tourism amaru business chhe, pan pratyek tour ek traveler's memory chhe."
"In 1997 Sanyo followed with the ""POSCAP"" polymer tantalum chips.",10,"1997 ma Sanyo ae ""POSCAP"" polymer tantalum chips saathe follow karyu."
"Therefore, such amounts of interest do not become overdue and hence NPA, with reference to the date of debit of interest.",21,"Adhikari rite, avu interest amount overdue thatu nathi ane NPA pan nathi, interest debit ni tarikh na sandarbh ma."
"Among Baku's cultural venues are the Azerbaijan State Philharmonic Hall, the Azerbaijan State Academic Opera, and the Ballet Theatre.",19,"Baku na cultural venues ma Azerbaijan State Philharmonic Hall, Azerbaijan State Academic Opera, ane Ballet Theatre chhe."
